form,lemma,pos,gender,number,wcase,person,comp,mood,tense
myself,myself,PnREF,,sng,,st,,,
yourself,yourself,PnREF,,sng,,nd,,,
himself,himself,PnREF,msc,sng,,rd,,,
herself,herself,PnREF,fem,sng,,rd,,,
itself,itself,PnREF,neu,sng,,rd,,,
oneself,oneself,PnREF,,sng,,rd,,,
ourselves,ourselves,PnREF,,plu,,st,,,
yourselves,yourselves,PnREF,,plu,,nd,,,
themselves,themselves,PnREF,,plu,,rd,,,
