form,lemma,pos,gender,number,wcase,person,comp,mood,tense
other,other,JjDEM,,sng,,,,,
same,same,JjDEM,,,,,,,
such,such,JjDEM,,,,,,,
such_a,such_a,JjDEM,,,,,,,
that,that,JjDEM,,sng,,,,,
the,the,JjDEM,,sng,,,,,
the_other,the_other,JjDEM,,,,,,,
the_same,the_same,JjDEM,,,,,,,
these,these,JjDEM,,plu,,,,,
this,this,JjDEM,,sng,,,,,
those,those,JjDEM,,plu,,,,,
very,very,JjDEM,,,,,,,
