form,lemma,pos,gender,number,wcase,person,comp,mood,tense
I,I,PnPRS,,sng,,st,,,
me,me,PnPRS,,sng,,st,,,
we,we,PnPRS,,plu,,st,,,
us,us,PnPRS,,plu,,st,,,
you,you,PnPRS,,,,nd,,,
thou,thou,PnPRS,,sng,,nd,,,
thee,thee,PnPRS,,sng,,nd,,,
ye,ye,PnPRS,,plu,,nd,,,
he,he,PnPRS,msc,sng,,rd,,,
she,she,PnPRS,fem,sng,,rd,,,
it,it,PnPRS,neu,sng,,rd,,,
him,him,PnPRS,msc,sng,,rd,,,
her,her,PnPRS,fem,sng,,rd,,,
they,they,PnPRS,,plu,,rd,,,
them,them,PnPRS,,plu,,rd,,,
