writtenForm,lemma,partOfSpeech,grammaticalGender,grammaticalNumber,grammaticalCase,person,degree,verbFormMood,grammaticalTense
who,who,relativePronoun,,,,,,,
whom,whom,relativePronoun,,,,,,,
whose,whose,relativePronoun,,,,,,,
whoever,whoever,relativePronoun,,,,,,,
which,which,relativePronoun,,,,,,,
whichever,whichever,relativePronoun,,,,,,,
that,that,relativePronoun,,,,,,,
what,what,relativePronoun,,,,,,,
as,as,relativePronoun,,,,,,,
