Symbol,Date,Open,High,Low,Close,Volume,OpenInterest
DEAMO-DEC05,2005-11-02,0.086,0.086,0.086,0.086,7,14
DEAMO-DEC05,2005-11-08,0.0854,0.098,0.0854,0.098,8,2
DEAMO-DEC05,2005-12-23,0,0,0,0,2,0
