writtenForm,lemma,partOfSpeech,grammaticalGender,grammaticalNumber,grammaticalCase,person,degree,verbFormMood,grammaticalTense
who,who,interrogativePronoun,,,,,,,
whom,whom,interrogativePronoun,,,,,,,
what,what,interrogativePronoun,,,,,,,
which,which,interrogativePronoun,,,,,,,
whose,whose,interrogativePronoun,,,,,,,
