Symbol,Date,Time,Price,Volume,OpenInterest
DERRC-MAR08,2008-01-03,13:25:18,0.1145,5,370
DERRC-MAR08,2008-01-03,13:25:18,0.114,2,370
DERRC-MAR08,2008-01-03,13:59:40,0.114,3,370
DERRC-MAR08,2008-01-03,14:03:25,0.1131,2,370
DERRC-MAR08,2008-01-03,14:03:25,0.113,1,370
DERRC-MAR08,2008-01-03,14:17:10,0.113,6,370
DERRC-MAR08,2008-01-03,14:17:18,0.113,1,370
