Symbol,Date,Time,Price,Volume,OpenInterest
DESIF5-IUN08,2008-01-03,10:14:56,4.67,1,2738
DESIF5-IUN08,2008-01-03,10:17:08,4.6651,1,2738
DESIF5-IUN08,2008-01-03,10:17:08,4.665,2,2738
DESIF5-IUN08,2008-01-03,10:17:17,4.66,1,2738
DESIF5-IUN08,2008-01-03,10:28:25,4.66,20,2738
DESIF5-IUN08,2008-01-03,10:28:25,4.66,1,2738
DESIF5-IUN08,2008-01-03,10:44:44,4.6541,2,2738
DESIF5-IUN08,2008-01-03,10:45:41,4.654,2,2738
DESIF5-IUN08,2008-01-03,10:45:41,4.649,1,2738
DESIF5-IUN08,2008-01-03,10:46:21,4.649,2,2738
DESIF5-IUN08,2008-01-03,11:01:24,4.643,8,2738
DESIF5-IUN08,2008-01-03,11:01:24,4.642,1,2738
DESIF5-IUN08,2008-01-03,11:02:08,4.642,1,2738
DESIF5-IUN08,2008-01-03,11:02:08,4.64,1,2738
DESIF5-IUN08,2008-01-03,11:03:18,4.64,2,2738
DESIF5-IUN08,2008-01-03,11:03:18,4.635,5,2738
DESIF5-IUN08,2008-01-03,11:03:18,4.635,3,2738
DESIF5-IUN08,2008-01-03,11:04:16,4.635,5,2738
DESIF5-IUN08,2008-01-03,11:06:07,4.635,2,2738
DESIF5-IUN08,2008-01-03,11:07:54,4.634,2,2738
DESIF5-IUN08,2008-01-03,11:07:54,4.632,7,2738
DESIF5-IUN08,2008-01-03,11:07:54,4.631,1,2738
DESIF5-IUN08,2008-01-03,11:08:54,4.631,2,2738
DESIF5-IUN08,2008-01-03,11:09:27,4.632,1,2738
DESIF5-IUN08,2008-01-03,11:12:54,4.605,3,2738
DESIF5-IUN08,2008-01-03,11:14:46,4.605,2,2738
DESIF5-IUN08,2008-01-03,11:15:13,4.6045,1,2738
DESIF5-IUN08,2008-01-03,11:16:47,4.605,1,2738
DESIF5-IUN08,2008-01-03,11:16:47,4.6045,2,2738
DESIF5-IUN08,2008-01-03,11:16:47,4.604,10,2738
DESIF5-IUN08,2008-01-03,11:16:47,4.602,5,2738
DESIF5-IUN08,2008-01-03,11:18:05,4.6005,1,2738
DESIF5-IUN08,2008-01-03,11:18:52,4.6005,5,2738
DESIF5-IUN08,2008-01-03,11:28:23,4.6,2,2738
DESIF5-IUN08,2008-01-03,11:29:09,4.6,1,2738
DESIF5-IUN08,2008-01-03,11:51:53,4.591,1,2738
DESIF5-IUN08,2008-01-03,11:52:33,4.5905,1,2738
DESIF5-IUN08,2008-01-03,11:54:43,4.5903,2,2738
DESIF5-IUN08,2008-01-03,11:56:18,4.5903,1,2738
DESIF5-IUN08,2008-01-03,12:06:39,4.5903,2,2738
DESIF5-IUN08,2008-01-03,12:07:23,4.59,1,2738
DESIF5-IUN08,2008-01-03,12:07:23,4.59,5,2738
DESIF5-IUN08,2008-01-03,12:07:23,4.59,6,2738
DESIF5-IUN08,2008-01-03,12:17:50,4.59,2,2738
DESIF5-IUN08,2008-01-03,12:31:39,4.6,2,2738
DESIF5-IUN08,2008-01-03,12:32:28,4.6,2,2738
DESIF5-IUN08,2008-01-03,12:32:35,4.6,1,2738
DESIF5-IUN08,2008-01-03,12:32:35,4.6,2,2738
DESIF5-IUN08,2008-01-03,12:37:26,4.595,1,2738
DESIF5-IUN08,2008-01-03,13:08:41,4.592,1,2738
DESIF5-IUN08,2008-01-03,13:08:41,4.591,2,2738
DESIF5-IUN08,2008-01-03,13:08:41,4.59,2,2738
DESIF5-IUN08,2008-01-03,13:08:41,4.59,5,2738
DESIF5-IUN08,2008-01-03,13:09:03,4.588,4,2738
DESIF5-IUN08,2008-01-03,13:09:03,4.5861,4,2738
DESIF5-IUN08,2008-01-03,13:09:03,4.586,2,2738
DESIF5-IUN08,2008-01-03,13:09:03,4.5855,6,2738
DESIF5-IUN08,2008-01-03,13:09:03,4.5851,1,2738
DESIF5-IUN08,2008-01-03,13:09:03,4.585,8,2738
DESIF5-IUN08,2008-01-03,13:09:15,4.585,2,2738
DESIF5-IUN08,2008-01-03,13:28:18,4.582,3,2738
DESIF5-IUN08,2008-01-03,13:28:18,4.5815,2,2738
DESIF5-IUN08,2008-01-03,13:28:18,4.581,3,2738
DESIF5-IUN08,2008-01-03,13:28:41,4.581,3,2738
DESIF5-IUN08,2008-01-03,13:29:22,4.581,1,2738
DESIF5-IUN08,2008-01-03,13:29:22,4.5805,2,2738
DESIF5-IUN08,2008-01-03,13:29:22,4.58,4,2738
DESIF5-IUN08,2008-01-03,13:29:27,4.58,4,2738
DESIF5-IUN08,2008-01-03,13:43:14,4.576,1,2738
DESIF5-IUN08,2008-01-03,14:00:35,4.58,1,2738
DESIF5-IUN08,2008-01-03,14:01:31,4.576,3,2738
DESIF5-IUN08,2008-01-03,14:01:31,4.575,5,2738
DESIF5-IUN08,2008-01-03,14:01:31,4.574,7,2738
DESIF5-IUN08,2008-01-03,14:05:39,4.574,2,2738
DESIF5-IUN08,2008-01-03,14:08:35,4.571,4,2738
DESIF5-IUN08,2008-01-03,14:08:35,4.5706,1,2738
DESIF5-IUN08,2008-01-03,14:08:35,4.5705,5,2738
DESIF5-IUN08,2008-01-03,14:08:35,4.57,3,2738
DESIF5-IUN08,2008-01-03,14:09:16,4.57,1,2738
DESIF5-IUN08,2008-01-03,14:09:44,4.57,3,2738
DESIF5-IUN08,2008-01-03,14:10:25,4.57,1,2738
DESIF5-IUN08,2008-01-03,14:10:39,4.57,1,2738
DESIF5-IUN08,2008-01-03,14:10:48,4.57,1,2738
DESIF5-IUN08,2008-01-03,14:10:48,4.57,1,2738
DESIF5-IUN08,2008-01-03,14:17:23,4.5739,2,2738
DESIF5-IUN08,2008-01-03,14:32:41,4.5739,4,2738
DESIF5-IUN08,2008-01-03,14:32:41,4.5739,4,2738
DESIF5-IUN08,2008-01-03,14:32:49,4.5739,3,2738
DESIF5-IUN08,2008-01-03,14:40:29,4.587,2,2738
DESIF5-IUN08,2008-01-03,14:42:05,4.59,1,2738
DESIF5-IUN08,2008-01-03,15:06:28,4.575,1,2738
DESIF5-IUN08,2008-01-03,15:06:28,4.5745,2,2738
DESIF5-IUN08,2008-01-03,15:11:17,4.59,6,2738
DESIF5-IUN08,2008-01-03,15:15:57,4.587,3,2738
DESIF5-IUN08,2008-01-03,15:31:37,4.6,5,2738
DESIF5-IUN08,2008-01-03,15:32:37,4.6,1,2738
DESIF5-IUN08,2008-01-03,15:58:30,4.591,1,2738
DESIF5-IUN08,2008-01-03,15:59:58,4.591,2,2738
